battery_level,c02_level,cca2,cca3,cn,device_id,device_name,humidity,ip,latitude,lcd,longitude,scale,temp,timestamp
5,1590,CN,CHN,China,627,device-mac-627EeagY01bsh,87,111.11.254.70,35,red,105,Celsius,20,1458444054375
5,925,CN,CHN,China,628,sensor-pad-628sJFC3jaA2,29,220.186.231.130,28,green,120.67,Celsius,10,1458444054375
3,800,FR,FRA,France,629,meter-gauge-629IQ0DMHsp,77,81.53.146.1,47.67,green,-2.99,Celsius,20,1458444054375
9,1227,US,USA,United States,630,sensor-pad-63099iba7rRg,39,204.70.202.158,38.65,yellow,-90.53,Celsius,26,1458444054375
9,1258,HU,HUN,Hungary,631,meter-gauge-631B5SqPrK,62,87.229.44.241,46.98,yellow,18.93,Celsius,22,1458444054375
0,1407,HR,HRV,Croatia,632,sensor-pad-632fA68rXrtt,37,161.53.162.1,45.17,red,15.5,Celsius,27,1458444054376
9,962,CN,CHN,China,633,device-mac-633O6SyOFsT,56,61.53.142.1,34.68,green,113.53,Celsius,31,1458444054376
3,1407,US,USA,United States,634,sensor-pad-634cNoY1s3S,81,71.53.144.1,28.24,red,-81.45,Celsius,13,1458444054376
0,970,KR,KOR,Republic of Korea,635,therm-stick-635D3Hu0,97,219.253.20.41,37.57,green,126.98,Celsius,12,1458444054376
2,1316,US,USA,United States,636,sensor-pad-636HSAL5,45,216.180.230.205,33.73,yellow,-84.43,Celsius,26,1458444054377
2,1193,BR,BRA,Brazil,637,meter-gauge-637c3W07hm,69,201.36.112.150,-23.55,yellow,-46.64,Celsius,28,1458444054377
3,1431,US,USA,,638,sensor-pad-6387TmLZTvvU,95,217.71.96.182,47,red,8,Celsius,24,1458444054377
7,1435,US,USA,United States,639,device-mac-6391aZYfo,49,66.37.2.124,33.84,red,-118.35,Celsius,12,1458444054377
0,1195,KR,KOR,Republic of Korea,640,sensor-pad-640i6wFra0h,90,58.65.65.1,35.19,yellow,128.08,Celsius,19,1458444054378
0,1102,CN,CHN,China,641,meter-gauge-641bkXXrwCA,39,218.65.97.1,28.55,yellow,115.93,Celsius,24,1458444054378
1,1403,CZ,CZE,Czech Republic,642,sensor-pad-642tSJWGBV,91,85.135.32.65,50.08,red,14.42,Celsius,29,1458444054378
6,1236,US,USA,United States,643,meter-gauge-6431nilT,26,68.115.195.86,34.69,yellow,-82.28,Celsius,34,1458444054378
0,1115,CN,CHN,China,644,sensor-pad-6443kUqEEJ,70,125.77.2.1,26.06,yellow,119.31,Celsius,30,1458444054379
2,1288,JP,JPN,Japan,645,device-mac-645cLWvyE33W,49,164.46.144.46,35.69,yellow,139.69,Celsius,23,1458444054379
3,1047,CN,CHN,China,646,sensor-pad-646YS5lo,76,222.214.169.1,30.67,yellow,104.07,Celsius,21,1458444054379
7,1155,US,USA,United States,647,meter-gauge-647oyPxnF8SV,54,66.117.3.84,34.12,yellow,-118.26,Celsius,14,1458444054379
9,991,US,USA,United States,648,sensor-pad-648Zrv9P,76,66.84.253.25,43.06,green,-88.1,Celsius,28,1458444054379
0,1277,SG,SGP,Singapore,649,meter-gauge-649vuxBXe,82,202.79.197.74,1.37,yellow,103.8,Celsius,17,1458444054380
4,807,US,USA,United States,650,sensor-pad-650PlkZ2QnMP7,81,169.226.82.1,42.69,green,-73.84,Celsius,17,1458444054380
3,1284,US,USA,United States,651,device-mac-651kRsERm,74,66.197.4.44,39.04,yellow,-77.49,Celsius,20,1458444054380
9,1112,CN,CHN,China,652,sensor-pad-652ipGai6l,86,221.238.16.1,39.14,yellow,117.18,Celsius,16,1458444054380
1,1541,KR,KOR,Republic of Korea,653,meter-gauge-653cIUNdlxET6,77,211.238.14.1,37.57,red,126.98,Celsius,16,1458444054381
0,840,KR,KOR,Republic of Korea,654,sensor-pad-654bfPYc,39,211.201.148.121,37.57,green,126.98,Celsius,14,1458444054381
6,965,US,USA,,655,therm-stick-655cspKScAhR,86,213.248.104.53,47,green,8,Celsius,26,1458444054381
1,871,US,USA,United States,656,sensor-pad-656MK7mKux,82,24.119.124.1,43.6,green,-116.61,Celsius,12,1458444054381
2,1089,GB,GBR,United Kingdom,657,device-mac-657BtqByX,54,80.68.39.42,51.34,yellow,-0.74,Celsius,10,1458444054382
3,1271,KR,KOR,Republic of Korea,658,sensor-pad-658wgW6JZe,78,124.243.3.102,37.6,yellow,126.98,Celsius,11,1458444054382
8,1226,US,USA,United States,659,meter-gauge-659sFJ4y,91,149.142.155.133,33.79,yellow,-118.3,Celsius,23,1458444054382
6,1549,RU,RUS,Russia,660,sensor-pad-660eAKWw,69,87.245.252.25,59.89,red,30.26,Celsius,34,1458444054382
4,1341,US,USA,United States,661,meter-gauge-661r6o3ekBrs,44,66.230.75.22,40.42,yellow,-80.05,Celsius,22,1458444054382
6,1254,CN,CHN,China,662,sensor-pad-662Te2QUb,75,202.97.44.149,35,yellow,105,Celsius,26,1458444054383
2,1070,CA,CAN,Canada,663,device-mac-663YvxC2,51,66.131.56.1,45.69,yellow,-73.87,Celsius,34,1458444054383
8,1079,US,USA,United States,664,sensor-pad-664N2eFLVL0P,63,216.131.86.1,38.93,yellow,-119.98,Celsius,33,1458444054383
8,922,CH,CHE,Switzerland,665,therm-stick-6652WUFnO8,60,195.141.197.3,47,green,8,Celsius,15,1458444054383
9,1405,US,USA,United States,666,sensor-pad-666tXoonPQ,32,206.131.84.1,45.16,red,-93.32,Celsius,11,1458444054384
2,802,US,USA,United States,667,meter-gauge-667AfsMdS,30,4.26.50.5,41.05,green,-73.54,Celsius,29,1458444054384
9,1302,JP,JPN,Japan,668,sensor-pad-668sfSlR,88,219.113.86.226,35.69,yellow,139.69,Celsius,32,1458444054384
2,925,CA,CAN,Canada,669,device-mac-669lTXXS,32,74.12.205.1,45.51,green,-73.57,Celsius,33,1458444054384
3,1134,BG,BGR,Bulgaria,670,sensor-pad-670Mm7DaIXBV,58,194.12.229.1,42.7,yellow,23.33,Celsius,34,1458444054385
0,1568,CN,CHN,China,671,meter-gauge-6714z0XeZpc7,52,120.192.227.62,35,red,105,Celsius,15,1458444054385
3,959,DE,DEU,Germany,672,sensor-pad-672NKhrFOJC,77,62.154.10.233,51,green,9,Celsius,31,1458444054385
4,966,US,USA,United States,673,meter-gauge-673ny5LnkS,32,74.222.141.93,33.81,green,-117.8,Celsius,28,1458444054385
0,1198,HK,HKG,Hong Kong,674,sensor-pad-674O4bW3,59,218.189.23.9,22.25,yellow,114.17,Celsius,28,1458444054385
9,1574,ES,ESP,Spain,675,device-mac-675zozE5,84,31.24.120.1,40.4,red,-3.68,Celsius,14,1458444054386
1,1362,RU,RUS,Russia,676,sensor-pad-676zmgwrMRs7T,72,81.24.130.1,68.97,yellow,33.08,Celsius,30,1458444054386
1,1279,JP,JPN,Japan,677,meter-gauge-677rumnxQT,47,61.24.126.1,35.69,yellow,139.69,Celsius,12,1458444054386
9,1561,JP,JPN,Japan,678,sensor-pad-678WWfm8c4U,61,130.34.255.3,35.69,red,139.69,Celsius,31,1458444054386
4,1537,CN,CHN,China,679,meter-gauge-6790SslyZoh,69,222.223.62.117,39.89,red,115.28,Celsius,14,1458444054387
1,1390,MX,MEX,Mexico,680,sensor-pad-680sacZd1kx,53,148.235.22.17,19.43,yellow,-99.13,Celsius,18,1458444054387
0,811,CN,CHN,China,681,device-mac-681TPaHg,37,58.52.189.134,30.58,green,114.27,Celsius,21,1458444054387
4,852,ID,IDN,Indonesia,682,sensor-pad-682iHc9Lg,84,202.146.128.254,-6.17,green,106.83,Celsius,33,1458444054387
7,926,US,USA,United States,683,meter-gauge-683TVQeI,91,128.36.63.1,41.31,green,-72.93,Celsius,11,1458444054387
3,1524,FR,FRA,France,684,sensor-pad-684NUMHKy,95,213.36.80.1,48.86,red,2.35,Celsius,31,1458444054388
1,1445,RU,RUS,Russia,685,therm-stick-685KsBPtDFGg,71,212.188.28.185,55.75,red,37.62,Celsius,32,1458444054388
0,1084,NO,NOR,Norway,686,sensor-pad-6865SJHBERGGC,31,158.36.69.1,59.95,yellow,10.75,Celsius,20,1458444054388
3,997,US,USA,United States,687,device-mac-687aP992K,71,68.36.51.1,42.58,green,-83.76,Celsius,12,1458444054388
0,931,IN,IND,India,688,sensor-pad-688Vd2bX,35,202.46.193.3,20,green,77,Celsius,28,1458444054389
5,820,DE,DEU,Germany,689,meter-gauge-689wSQQMDOX,75,132.252.0.18,51.45,green,7.02,Celsius,14,1458444054389
4,1123,CN,CHN,China,690,sensor-pad-690ikDOv,54,60.173.197.1,31.86,yellow,117.28,Celsius,22,1458444054389
5,860,US,USA,United States,691,meter-gauge-691BGTXOS55,73,205.173.226.1,37.5,green,-121.53,Celsius,11,1458444054389
0,1240,CN,CHN,China,692,sensor-pad-692m2V38,55,222.176.5.129,29.56,yellow,106.55,Celsius,30,1458444054389
3,801,US,USA,United States,693,device-mac-6938GDZ54,80,67.16.166.122,38,green,-97,Celsius,12,1458444054390
6,842,NO,NOR,Norway,694,sensor-pad-694TBbPkyaIPD,60,95.34.120.253,68.8,green,16.54,Celsius,23,1458444054390
9,837,ID,IDN,Indonesia,695,therm-stick-695npihoJ7j,35,202.127.110.193,-6.17,green,106.83,Celsius,22,1458444054390
7,1592,US,USA,United States,696,sensor-pad-696jsAfRjRS,44,64.132.140.194,35.08,red,-80.89,Celsius,28,1458444054390
3,1112,US,USA,United States,697,meter-gauge-697RZSzPRWgb,44,38.121.78.12,38,yellow,-97,Celsius,15,1458444054390
1,1551,TW,TWN,Taiwan,698,sensor-pad-698gjnHG,64,220.128.5.217,23.5,red,121,Celsius,25,1458444054391
2,1098,TR,TUR,Turkey,699,device-mac-699hLuFDC,73,212.156.68.94,41.01,yellow,28.95,Celsius,30,1458444054391
8,887,PT,PRT,Portugal,700,sensor-pad-700opTpeFonuc,94,84.90.120.1,37.14,green,-8.54,Celsius,28,1458444054391
8,1287,JP,JPN,Japan,701,meter-gauge-701SpdN36b,84,61.114.64.57,35.69,yellow,139.69,Celsius,17,1458444054391
8,1264,CY,CYP,Cyprus,702,sensor-pad-702RYK0E,37,194.154.129.90,35,yellow,33,Celsius,27,1458444054391
2,1149,RU,RUS,Russia,703,meter-gauge-703cFaf0td9QJ,75,62.213.32.178,51.54,yellow,46.01,Celsius,33,1458444054392
2,1060,DE,DEU,Germany,704,sensor-pad-704ZrjwOrBR,35,62.154.77.140,51,yellow,9,Celsius,23,1458444054392
0,918,KR,KOR,Republic of Korea,705,device-mac-705Fd2hkANOW,82,61.102.39.1,37.57,green,126.98,Celsius,24,1458444054392
0,860,US,USA,United States,706,sensor-pad-7060nq1gMNd5,66,166.102.60.1,38,green,-97,Celsius,27,1458444054392
1,1303,US,USA,United States,707,meter-gauge-70706Y1w,76,71.102.41.1,38,yellow,-97,Celsius,27,1458444054392
4,1066,KR,KOR,Republic of Korea,708,sensor-pad-708U96cDf3,43,58.29.249.165,37.6,yellow,126.98,Celsius,31,1458444054393
5,1070,CA,CAN,Canada,709,meter-gauge-709pajQW,44,24.64.223.197,43.64,yellow,-79.39,Celsius,28,1458444054393
8,913,KR,KOR,Republic of Korea,710,sensor-pad-710hzqtyIin,89,58.239.186.1,37.57,green,126.98,Celsius,16,1458444054393
4,1108,DE,DEU,Germany,711,device-mac-711VhjKW1,52,213.239.217.1,48.15,yellow,11.58,Celsius,16,1458444054393
4,810,KR,KOR,Republic of Korea,712,sensor-pad-712D7tuDib,61,211.111.216.129,37.57,green,126.98,Celsius,29,1458444054393
6,1325,US,USA,United States,713,meter-gauge-713w7IXaTcRL,38,63.218.14.73,38.98,yellow,-77.38,Celsius,28,1458444054394
7,1080,US,USA,United States,714,sensor-pad-714OYEff,79,38.117.156.104,40.69,yellow,-73.99,Celsius,16,1458444054394
4,857,US,USA,United States,715,therm-stick-715xiU9vgwXx,71,216.180.237.13,33.73,green,-84.43,Celsius,33,1458444054394
9,1097,MY,MYS,Malaysia,716,sensor-pad-716W2IdSi,33,219.93.218.98,2.5,yellow,112.5,Celsius,17,1458444054394
4,1179,US,USA,United States,717,device-mac-7175j1GDvIK,74,69.31.34.213,38.95,yellow,-77.22,Celsius,10,1458444054395
1,1059,GR,GRC,Greece,718,sensor-pad-718jL4xxoO,89,195.251.137.1,37.97,yellow,23.72,Celsius,30,1458444054395
2,1478,US,USA,United States,719,meter-gauge-719rOTZUnld,61,154.54.58.89,38,red,-97,Celsius,10,1458444054395
7,1018,PA,PAN,Panama,720,sensor-pad-720ijuoMXh4ne,37,201.226.247.21,9,yellow,-80,Celsius,23,1458444054395
9,1301,US,USA,United States,721,meter-gauge-721zoXv2EJ,47,69.162.207.238,61.19,yellow,-149.89,Celsius,14,1458444054395
6,1376,TW,TWN,Taiwan,722,sensor-pad-722bqESlnl8cA,62,140.112.42.253,25.04,yellow,121.53,Celsius,15,1458444054396
3,1196,GB,GBR,United Kingdom,723,device-mac-723U4Mxp9Y,99,146.188.5.242,52.2,yellow,0.12,Celsius,24,1458444054396
0,971,US,USA,United States,724,sensor-pad-724MAEisU,26,18.7.25.1,42.36,green,-71.1,Celsius,32,1458444054396
1,1260,CZ,CZE,Czech Republic,725,therm-stick-725b3WFch5,36,85.135.38.129,50.08,yellow,14.42,Celsius,28,1458444054396
3,986,CY,CYP,Cyprus,726,sensor-pad-726oV4XHj,90,213.7.64.1,35,green,33,Celsius,22,1458444054396
2,1137,US,USA,United States,727,meter-gauge-727SYvv4xnte,59,8.7.23.1,38,yellow,-97,Celsius,28,1458444054397
4,1220,CN,CHN,China,728,sensor-pad-7284PRMIh,69,219.150.212.182,34.68,yellow,113.53,Celsius,30,1458444054397
2,947,DE,DEU,Germany,729,device-mac-729UnsxhsHua,86,81.92.172.68,51,green,9,Celsius,21,1458444054397
6,883,US,USA,United States,730,sensor-pad-730BMljcGd,72,208.53.76.9,39.35,green,-121.77,Celsius,23,1458444054397
7,907,US,USA,United States,731,meter-gauge-73158eHTQc0,80,205.144.210.1,34.8,green,-84.91,Celsius,33,1458444054398
5,1060,MT,MLT,Malta,732,sensor-pad-7327MZbN,28,217.168.161.57,35.92,yellow,14.48,Celsius,25,1458444054398
5,1471,US,USA,United States,733,meter-gauge-733FRgTBmL,72,68.85.202.13,38,red,-97,Celsius,13,1458444054398
3,1065,CN,CHN,China,734,sensor-pad-734fOj4gabFYv,47,124.161.175.2,30.67,yellow,104.07,Celsius,27,1458444054398
0,1556,LV,LVA,Latvia,735,device-mac-735E1rXvbzuvS,96,194.125.240.96,57,red,25,Celsius,11,1458444054399
7,1018,US,USA,United States,736,sensor-pad-736F6fSDlLCGB,78,204.3.216.199,39.62,yellow,-104.87,Celsius,25,1458444054399
9,1172,BR,BRA,Brazil,737,meter-gauge-73772Ta2,40,200.230.158.242,-23.55,yellow,-46.64,Celsius,11,1458444054399
5,1525,NG,NGA,Nigeria,738,sensor-pad-738TByv38vI9s,30,62.173.35.102,10,red,8,Celsius,24,1458444054399
0,1127,US,USA,United States,739,meter-gauge-739TLykPoAo,33,66.39.36.49,40.42,yellow,-79.98,Celsius,18,1458444054399
6,1190,KR,KOR,Republic of Korea,740,sensor-pad-740tpE6hDbtAr,48,124.61.112.1,37.57,yellow,126.98,Celsius,14,1458444054399
4,809,CN,CHN,China,741,device-mac-741iRW8b,39,202.97.50.213,35,green,105,Celsius,30,1458444054400
0,1127,IT,ITA,Italy,742,sensor-pad-742TAM0gmzUj,96,94.47.246.253,42.83,yellow,12.83,Celsius,17,1458444054400
4,957,DE,DEU,Germany,743,meter-gauge-743nOZFQ5uLHQ,37,91.198.253.1,51,green,9,Celsius,30,1458444054400
7,834,BG,BGR,Bulgaria,744,sensor-pad-7444DOXu1w7,31,78.159.128.198,42.7,green,23.33,Celsius,32,1458444054400
2,1377,US,USA,United States,745,therm-stick-745yDaHUoK,80,66.198.248.1,41.87,yellow,-87.65,Celsius,23,1458444054400
1,1555,BR,BRA,Brazil,746,sensor-pad-746xnwmKmpD4P,30,201.73.51.1,-23.55,red,-46.64,Celsius,33,1458444054401
1,931,NZ,NZL,New Zealand,747,device-mac-747UvyMIF4Fzo,53,203.97.0.57,-36.86,green,174.76,Celsius,30,1458444054401
5,862,FR,FRA,France,748,sensor-pad-7486zkk3PsYQg,37,86.73.28.1,49.25,green,4.03,Celsius,12,1458444054401
0,998,KR,KOR,Republic of Korea,749,meter-gauge-749URFaH3Sjy,31,61.73.23.1,37.57,green,126.98,Celsius,31,1458444054401
6,1595,JP,JPN,Japan,750,sensor-pad-750domW9,46,61.200.80.205,35.69,red,139.69,Celsius,22,1458444054402
8,1118,KR,KOR,Republic of Korea,751,meter-gauge-751xUH41,73,206.219.1.4,37.6,yellow,126.98,Celsius,23,1458444054402
4,1051,US,USA,United States,752,sensor-pad-752A5Z9rqbu,95,38.20.37.194,38,yellow,-97,Celsius,12,1458444054402
8,837,CA,CAN,Canada,753,device-mac-753YEGgdvD,95,206.186.250.201,43.64,green,-79.39,Celsius,10,1458444054402
2,956,US,USA,United States,754,sensor-pad-754TaDF5,48,68.210.172.1,38,green,-97,Celsius,33,1458444054402
6,862,US,USA,United States,755,therm-stick-755g1oNq,43,128.210.184.1,40.42,green,-86.92,Celsius,27,1458444054402
4,1472,RU,RUS,Russia,756,sensor-pad-756axoSVJEP,92,82.195.1.254,55.75,red,37.62,Celsius,18,1458444054403
1,828,FR,FRA,France,757,meter-gauge-75779vEATR,73,217.195.28.254,48.86,green,2.34,Celsius,12,1458444054403
4,1042,AT,AUT,Austria,758,sensor-pad-7589QBtr,48,62.218.4.130,48.2,yellow,16.37,Celsius,30,1458444054403
4,1116,US,USA,United States,759,device-mac-759tkMcd5lb,38,66.165.50.17,47.61,yellow,-122.33,Celsius,16,1458444054403
5,1362,DK,DNK,Denmark,760,sensor-pad-760Zcly6,48,131.165.63.17,55.68,yellow,12.57,Celsius,19,1458444054403
9,1403,US,USA,United States,761,meter-gauge-761r28sXLk3,53,69.42.82.196,40.73,red,-73.63,Celsius,20,1458444054404
5,962,KR,KOR,Republic of Korea,762,sensor-pad-762abUAe7C0,81,210.180.226.70,37.57,green,126.98,Celsius,19,1458444054404
8,1386,AR,ARG,Argentina,763,meter-gauge-763JWdWEQ9,82,200.55.0.70,-34.6,yellow,-58.38,Celsius,21,1458444054404
2,1392,CN,CHN,China,764,sensor-pad-764z1Gqa8DIuI,85,61.174.196.145,29.11,yellow,119.64,Celsius,21,1458444054404
7,1596,US,USA,United States,765,device-mac-765V8qIrV,28,65.222.95.1,38,red,-97,Celsius,24,1458444054404
6,1014,IN,IND,India,766,sensor-pad-766EUcoe,29,180.222.118.1,19,yellow,72.83,Celsius,33,1458444054404
5,1543,AT,AUT,Austria,767,meter-gauge-767rdid1PTTL,65,195.222.121.1,48.2,red,16.37,Celsius,19,1458444054405
7,1391,KR,KOR,Republic of Korea,768,sensor-pad-768mIqWxjBDlP,48,210.222.124.1,37.57,yellow,126.98,Celsius,20,1458444054405
4,999,BR,BRA,Brazil,769,meter-gauge-769VUARj,69,200.222.122.1,-23.55,green,-46.64,Celsius,20,1458444054405
4,1432,US,USA,,770,sensor-pad-770gjGaZNUZT,68,80.91.245.151,47,red,8,Celsius,13,1458444054405
3,952,ID,IDN,Indonesia,771,device-mac-771NRpcCra,37,202.138.225.83,-6.9,green,107.62,Celsius,19,1458444054405
6,1565,RU,RUS,Russia,772,sensor-pad-7725qk9SvC9,25,80.92.162.125,55.75,red,37.62,Celsius,31,1458444054406
2,1388,US,USA,United States,773,meter-gauge-773fDWygA,58,68.110.109.0,33.51,yellow,-112.1,Celsius,31,1458444054406
8,967,FR,FRA,France,774,sensor-pad-774VC30GY7vO6,31,195.115.192.1,48.86,green,2.35,Celsius,32,1458444054406
9,1433,US,USA,United States,775,therm-stick-775FfzwTgFv,34,65.115.166.1,38,red,-97,Celsius,26,1458444054406
4,1202,PH,PHL,Philippines,776,sensor-pad-776aK2eNt,45,222.127.121.1,14.55,yellow,121.04,Celsius,19,1458444054406
3,1303,FR,FRA,France,777,device-mac-777uaOtQHh7q,92,82.127.93.1,48.86,yellow,2.35,Celsius,18,1458444054406
2,1121,US,USA,United States,778,sensor-pad-778ncoeNN37Bn,53,209.51.131.62,33.73,yellow,-84.43,Celsius,29,1458444054407
9,1502,US,USA,United States,779,meter-gauge-779hEmVS0zqn,66,64.74.108.194,38,red,-97,Celsius,33,1458444054407
4,1256,CA,CAN,Canada,780,sensor-pad-780r8sndTkX,95,168.144.116.208,43.63,yellow,-79.36,Celsius,22,1458444054407
7,992,US,USA,United States,781,meter-gauge-781XfnAjB,56,68.3.180.0,33.25,green,-111.63,Celsius,32,1458444054407
4,1349,US,USA,United States,782,sensor-pad-782sONYA,36,161.58.13.11,39.62,yellow,-104.87,Celsius,20,1458444054407
1,1281,US,USA,United States,783,device-mac-783BK2IW,46,68.85.141.170,38,yellow,-97,Celsius,13,1458444054408
5,1166,US,USA,United States,784,sensor-pad-784PqwARhQ3d,83,69.224.174.18,38,yellow,-97,Celsius,25,1458444054408
1,1037,US,USA,United States,785,therm-stick-785pGVAsag,98,134.139.27.1,33.78,yellow,-118.12,Celsius,34,1458444054408
8,1326,CA,CAN,Canada,786,sensor-pad-786BO2rt,76,192.197.51.115,46.8,yellow,-71.18,Celsius,27,1458444054408
6,1283,DE,DEU,Germany,787,meter-gauge-787szq1TVrRxu,96,194.139.39.1,51,yellow,9,Celsius,32,1458444054408
9,1340,CA,CAN,Canada,788,sensor-pad-788iQW7WEaa,60,24.139.5.1,48.5,yellow,-81.34,Celsius,10,1458444054408
5,913,US,USA,United States,789,device-mac-789iquhTp,88,69.139.14.1,40.03,green,-75.45,Celsius,12,1458444054409
8,1556,PL,POL,Poland,790,sensor-pad-790HqVUEJ7aUj,61,79.139.16.1,50.26,red,19.03,Celsius,24,1458444054409
1,1585,DE,DEU,Germany,791,meter-gauge-791yeF3T,99,217.119.210.22,50.86,red,12.79,Celsius,17,1458444054409
4,1571,MX,MEX,Mexico,792,sensor-pad-792kFx0i,84,148.240.254.45,25.67,red,-100.32,Celsius,31,1458444054409
5,1574,US,USA,United States,793,meter-gauge-793Y8DIiFUY,95,66.51.1.6,39.62,red,-104.87,Celsius,19,1458444054409
2,835,PL,POL,Poland,794,sensor-pad-7944KFOZraAwh,66,83.142.138.254,52.23,green,21.02,Celsius,31,1458444054409
6,1562,US,USA,United States,795,device-mac-795jtiSyrVT,74,137.71.220.60,42.57,red,-71.17,Celsius,19,1458444054410
1,1451,JP,JPN,Japan,796,sensor-pad-796dYFUZuv2Io,38,124.32.96.1,35.69,red,139.75,Celsius,19,1458444054410
1,931,NO,NOR,Norway,797,meter-gauge-797NmY9HoS5,28,129.240.199.145,59.92,green,10.75,Celsius,32,1458444054410
2,871,LT,LTU,Republic of Lithuania,798,sensor-pad-798pHXGG6mZR,93,84.32.88.1,56,green,24,Celsius,11,1458444054410
3,1058,CN,CHN,China,799,meter-gauge-799z4jaKST,33,218.207.70.61,35,yellow,105,Celsius,10,1458444054410
5,1324,DE,DEU,Germany,800,sensor-pad-800sQIF87t,32,145.254.10.249,51,yellow,9,Celsius,20,1458444054411
1,1384,RO,ROU,Romania,801,device-mac-801WL9F2cce,56,82.137.30.97,44.43,yellow,26.1,Celsius,17,1458444054411
3,1494,US,USA,United States,802,sensor-pad-802shb30z,49,66.169.232.1,35.46,red,-120.72,Celsius,14,1458444054411
8,1404,KR,KOR,Republic of Korea,803,meter-gauge-803HQAiOkZ,35,211.44.37.1,37.57,red,126.98,Celsius,33,1458444054411
2,818,US,USA,United States,804,sensor-pad-804t3q6vs,32,208.72.100.134,42.74,green,-83.04,Celsius,12,1458444054411
9,1319,US,USA,United States,805,therm-stick-805yuhCsg8n5,38,216.217.108.213,38,yellow,-97,Celsius,31,1458444054412
4,811,NZ,NZL,New Zealand,806,sensor-pad-8060KneHtO,78,218.101.58.35,-41,green,174,Celsius,12,1458444054412
9,1037,US,USA,United States,807,device-mac-807U92My7g9z,95,68.86.252.57,38,yellow,-97,Celsius,27,1458444054412
3,1285,US,USA,United States,808,sensor-pad-808OcbAvEv2c,71,206.82.139.30,39.74,yellow,-75.67,Celsius,31,1458444054412
0,877,GB,GBR,United Kingdom,809,meter-gauge-809Vj09gny,49,80.193.82.1,53.8,green,-1.78,Celsius,33,1458444054412
3,1420,GB,GBR,United Kingdom,810,sensor-pad-810MjHdiRa,74,213.129.95.218,51.5,red,-0.13,Celsius,12,1458444054412
9,1401,BR,BRA,Brazil,811,meter-gauge-811o00MtmJC,99,200.220.227.210,-23.55,red,-46.64,Celsius,24,1458444054413
8,1234,US,USA,United States,812,sensor-pad-812Nozgwv,34,159.124.2.11,37.54,yellow,-77.43,Celsius,17,1458444054413
8,1331,KR,KOR,Republic of Korea,813,device-mac-813LBAfNH,53,58.74.225.1,37.57,yellow,126.98,Celsius,10,1458444054413
3,1526,CN,CHN,China,814,sensor-pad-814PWLIR,84,117.59.63.254,39.93,red,116.39,Celsius,17,1458444054413
8,1081,CA,CAN,Canada,815,therm-stick-8150UxSjPb2M,58,132.205.16.1,45.5,yellow,-73.58,Celsius,30,1458444054413
9,1379,JP,JPN,Japan,816,sensor-pad-816LIJkQ,72,221.112.14.161,35.69,yellow,139.69,Celsius,31,1458444054413
0,1024,AU,AUS,Australia,817,meter-gauge-817eAeG5T,55,203.16.215.193,-27,yellow,133,Celsius,34,1458444054414
5,1261,CA,CAN,Canada,818,sensor-pad-818kGuMu,92,76.75.120.25,44.15,yellow,-78.46,Celsius,10,1458444054414
7,866,US,USA,United States,819,device-mac-819VX75JSHXL,38,216.221.97.28,48.14,green,-101.34,Celsius,27,1458444054414
2,1098,GB,GBR,United Kingdom,820,sensor-pad-8202Gfgn,70,80.169.31.145,51.51,yellow,-0.09,Celsius,15,1458444054414
5,923,RU,RUS,Russia,821,meter-gauge-821w2rfEhO,39,89.179.148.147,55.75,green,37.62,Celsius,18,1458444054414
0,1159,CH,CHE,Switzerland,822,sensor-pad-822rFy3YzLm8,47,62.179.117.197,47,yellow,8,Celsius,21,1458444054414
9,1170,ES,ESP,Spain,823,meter-gauge-823FFxU0,81,94.143.200.241,40.4,yellow,-3.68,Celsius,26,1458444054415
5,1020,US,USA,United States,824,sensor-pad-824A3oosTPzkM,84,65.14.252.189,38,yellow,-97,Celsius,17,1458444054415
2,976,PL,POL,Poland,825,device-mac-825VceMEqYoK,72,83.151.32.114,51.1,green,17.03,Celsius,10,1458444054415
5,966,GB,GBR,United Kingdom,826,sensor-pad-826XzA8s,81,86.28.65.37,51.5,green,-0.13,Celsius,14,1458444054415
7,837,US,USA,United States,827,meter-gauge-827segdv,77,216.69.71.250,37.57,green,-122.32,Celsius,10,1458444054416
6,1597,CA,CAN,Canada,828,sensor-pad-828wRNokW6M,65,204.209.44.22,53.55,red,-113.5,Celsius,21,1458444054416
6,1424,US,USA,United States,829,meter-gauge-829s2OmCLV,33,74.235.223.1,38,red,-97,Celsius,14,1458444054416
7,1063,AU,AUS,Australia,830,sensor-pad-830vNGUV4,80,121.200.226.19,-37.81,yellow,144.96,Celsius,32,1458444054416
4,874,US,USA,United States,831,device-mac-831aeB0r,70,129.110.10.1,32.95,green,-96.73,Celsius,22,1458444054416
9,1570,MY,MYS,Malaysia,832,sensor-pad-832McFPVbFR1,83,119.110.8.1,2.5,red,112.5,Celsius,10,1458444054416
4,1341,GR,GRC,Greece,833,meter-gauge-833sYizFLjn,37,194.177.208.193,37.98,yellow,23.73,Celsius,32,1458444054417
7,1368,GB,GBR,United Kingdom,834,sensor-pad-834Ef77x4,89,80.4.64.81,51.5,yellow,-0.13,Celsius,15,1458444054417
5,1445,KR,KOR,Republic of Korea,835,therm-stick-835ay8BYM02WI,57,61.247.144.1,37.66,red,126.83,Celsius,23,1458444054417
